question_id,section,subtopic,difficulty_tag,exam_tags
Q07877,Quantitative Aptitude,Linear Equations,Easy,"Banking,General,TCS NQT"
Q07878,Quantitative Aptitude,Simple Interest,Easy,TCS NQT
Q07879,Quantitative Aptitude,Progressions (AP/GP),Medium,"Banking,General"
Q07880,Quantitative Aptitude,Linear Equations,Medium,"General,TCS NQT,Placements"
Q07881,Quantitative Aptitude,Surds & Indices,Easy,Placements
Q07882,Verbal Ability,Para Summary,Hard,Banking
Q07883,Quantitative Aptitude,Percentages,Hard,"SSC,CAT,General"
Q07884,Verbal Ability,Idioms & Phrases,Medium,SSC
Q07885,Quantitative Aptitude,"Time, Speed & Distance",Medium,"SSC,TCS NQT"
Q07886,Data Interpretation,Pie Charts,Easy,"SSC,Banking,General"
Q07887,Verbal Ability,Odd One Out,Easy,"Placements,TCS NQT,SSC"
Q07888,Logical Reasoning,Statement & Assumption,Easy,"Placements,General"
Q07889,Verbal Ability,Verbal Analogies,Medium,"TCS NQT,General,Placements"
Q07890,Verbal Ability,Critical Reasoning,Easy,Banking
Q07891,Quantitative Aptitude,Quadratic Equations,Hard,"Placements,CAT,Banking"
Q07892,Quantitative Aptitude,Partnership,Hard,"SSC,TCS NQT"
Q07893,Quantitative Aptitude,Percentages,Medium,General
Q07894,Verbal Ability,Fill in the Blanks,Medium,"SSC,Banking,TCS NQT"
Q07895,Verbal Ability,Idioms & Phrases,Easy,"TCS NQT,Placements"
Q07896,Verbal Ability,Reading Comprehension,Easy,CAT
Q07897,Data Interpretation,Line Graphs,Medium,"SSC,Placements,TCS NQT"
Q07898,Quantitative Aptitude,Mensuration,Easy,Banking
Q07899,Verbal Ability,Para Summary,Easy,"TCS NQT,General"
Q07900,Verbal Ability,Cloze Test,Medium,SSC
Q07901,Logical Reasoning,Venn Diagrams,Medium,General
Q07902,Data Interpretation,Mixed DI Sets,Easy,"General,CAT,Placements"
Q07903,Logical Reasoning,Venn Diagrams,Hard,TCS NQT
Q07904,Quantitative Aptitude,Linear Equations,Easy,"Banking,CAT"
Q07905,Data Interpretation,Tables,Medium,TCS NQT
Q07906,Verbal Ability,Odd One Out,Medium,CAT
Q07907,Quantitative Aptitude,Probability,Medium,"Banking,Placements,CAT"
Q07908,Quantitative Aptitude,Set Theory,Medium,"Placements,TCS NQT"
Q07909,Quantitative Aptitude,Partnership,Easy,Banking
Q07910,Data Interpretation,Radar/Spider Charts,Easy,"Banking,CAT"
Q07911,Logical Reasoning,Puzzles,Easy,"SSC,Placements,General"
Q07912,Verbal Ability,Synonyms & Antonyms,Easy,"General,Banking,TCS NQT"
Q07913,Verbal Ability,Sentence Correction,Medium,TCS NQT
Q07914,Verbal Ability,Reading Comprehension,Easy,Banking
Q07915,Data Interpretation,Pie Charts,Easy,CAT
Q07916,Logical Reasoning,Syllogisms,Medium,General
Q07917,Logical Reasoning,Statement & Conclusion,Medium,Placements
Q07918,Data Interpretation,Caselets,Hard,"SSC,Banking,Placements"
Q07919,Logical Reasoning,Syllogisms,Easy,"General,Banking"
Q07920,Quantitative Aptitude,Partnership,Hard,"Banking,General,CAT"
Q07921,Logical Reasoning,Input-Output,Hard,General
Q07922,Data Interpretation,Radar/Spider Charts,Hard,Banking
Q07923,Verbal Ability,Fill in the Blanks,Easy,"TCS NQT,Banking,SSC"
Q07924,Logical Reasoning,Ranking & Order,Medium,"Banking,General"
Q07925,Verbal Ability,Critical Reasoning,Medium,TCS NQT
Q07926,Logical Reasoning,Ranking & Order,Medium,"Placements,General,SSC"
Q07927,Quantitative Aptitude,Averages,Easy,CAT
Q07928,Data Interpretation,Mixed DI Sets,Easy,Placements
Q07929,Logical Reasoning,Clocks & Calendars,Medium,General
Q07930,Quantitative Aptitude,Quadratic Equations,Easy,"General,SSC,Placements"
Q07931,Quantitative Aptitude,Mensuration,Easy,"Placements,General,TCS NQT"
Q07932,Verbal Ability,Para Jumbles,Medium,"CAT,SSC,Placements"
Q07933,Logical Reasoning,Blood Relations,Easy,"CAT,SSC"
Q07934,Quantitative Aptitude,Partnership,Medium,"Banking,Placements"
Q07935,Data Interpretation,Data Sufficiency (DI),Hard,CAT
Q07936,Data Interpretation,Mixed DI Sets,Medium,"General,TCS NQT"
Q07937,Logical Reasoning,Puzzles,Hard,SSC
Q07938,Verbal Ability,Reading Comprehension,Easy,"General,CAT,TCS NQT"
Q07939,Logical Reasoning,Seating Arrangement,Medium,"General,Placements"
Q07940,Quantitative Aptitude,Geometry,Medium,CAT
Q07941,Quantitative Aptitude,Permutation & Combination,Medium,Placements
Q07942,Quantitative Aptitude,Quadratic Equations,Medium,"TCS NQT,General"
Q07943,Logical Reasoning,Series Completion,Easy,"SSC,Banking,General"
Q07944,Data Interpretation,Radar/Spider Charts,Hard,"Placements,General,SSC"
Q07945,Verbal Ability,Critical Reasoning,Hard,"TCS NQT,Placements,SSC"
Q07946,Quantitative Aptitude,Trigonometry,Medium,TCS NQT
Q07947,Verbal Ability,Synonyms & Antonyms,Medium,SSC
Q07948,Quantitative Aptitude,Progressions (AP/GP),Easy,"Banking,TCS NQT"
Q07949,Quantitative Aptitude,Profit & Loss,Medium,"Banking,Placements"
Q07950,Verbal Ability,Error Spotting,Hard,"Banking,General,SSC"
Q07951,Logical Reasoning,Statement & Assumption,Easy,CAT
Q07952,Logical Reasoning,Series Completion,Hard,Banking
Q07953,Logical Reasoning,Direction Sense,Hard,"Banking,General,SSC"
Q07954,Logical Reasoning,Direction Sense,Hard,"Placements,SSC,Banking"
Q07955,Logical Reasoning,Venn Diagrams,Hard,"TCS NQT,Placements"
Q07956,Logical Reasoning,Analogy,Medium,"Placements,SSC,CAT"
Q07957,Quantitative Aptitude,Percentages,Hard,General
Q07958,Data Interpretation,Line Graphs,Easy,TCS NQT
Q07959,Verbal Ability,Para Summary,Medium,"CAT,General,SSC"
Q07960,Quantitative Aptitude,Surds & Indices,Medium,"Banking,CAT,SSC"
Q07961,Data Interpretation,Pie Charts,Medium,"CAT,TCS NQT,SSC"
Q07962,Quantitative Aptitude,Averages,Easy,Placements
Q07963,Logical Reasoning,Analogy,Medium,Banking
Q07964,Quantitative Aptitude,Set Theory,Medium,General
Q07965,Quantitative Aptitude,Percentages,Easy,"General,Placements,TCS NQT"
Q07966,Quantitative Aptitude,Algebra,Medium,"General,Placements"
Q07967,Verbal Ability,Para Summary,Easy,"General,Placements,CAT"
Q07968,Logical Reasoning,Seating Arrangement,Easy,CAT
Q07969,Verbal Ability,Error Spotting,Medium,TCS NQT
Q07970,Logical Reasoning,Syllogisms,Hard,"TCS NQT,General,Placements"
Q07971,Verbal Ability,Para Jumbles,Hard,"Banking,TCS NQT,CAT"
Q07972,Logical Reasoning,Blood Relations,Hard,"TCS NQT,CAT"
Q07973,Quantitative Aptitude,Time & Work,Easy,"General,Placements,SSC"
Q07974,Quantitative Aptitude,Partnership,Easy,"CAT,SSC"
Q07975,Quantitative Aptitude,Probability,Medium,"Placements,TCS NQT,CAT"
Q07976,Logical Reasoning,Statement & Assumption,Medium,SSC
Q07977,Quantitative Aptitude,Partnership,Medium,General
Q07978,Logical Reasoning,Cubes & Dice,Easy,"Banking,CAT"
Q07979,Quantitative Aptitude,Ratio & Proportion,Easy,"Banking,Placements"
Q07980,Data Interpretation,Venn-based DI,Medium,"CAT,TCS NQT,General"
Q07981,Logical Reasoning,Direction Sense,Medium,General
Q07982,Data Interpretation,Data Sufficiency (DI),Medium,"CAT,SSC,TCS NQT"
Q07983,Data Interpretation,Radar/Spider Charts,Easy,"SSC,Banking,CAT"
Q07984,Verbal Ability,Fill in the Blanks,Hard,"Placements,CAT,TCS NQT"
Q07985,Quantitative Aptitude,Percentages,Medium,"General,TCS NQT"
Q07986,Verbal Ability,Sentence Correction,Easy,"General,Placements,CAT"
Q07987,Verbal Ability,Verbal Analogies,Hard,"Banking,Placements"
Q07988,Quantitative Aptitude,Logarithms,Hard,"TCS NQT,General"
Q07989,Verbal Ability,Critical Reasoning,Easy,CAT
Q07990,Quantitative Aptitude,Probability,Medium,"CAT,SSC,Placements"
Q07991,Logical Reasoning,Input-Output,Hard,"Placements,Banking,TCS NQT"
Q07992,Logical Reasoning,Data Sufficiency,Hard,"CAT,General,Banking"
Q07993,Logical Reasoning,Analogy,Easy,"Banking,CAT"
Q07994,Logical Reasoning,Analogy,Medium,"Banking,Placements"
Q07995,Logical Reasoning,Series Completion,Easy,"Placements,Banking"
Q07996,Verbal Ability,Idioms & Phrases,Hard,"General,SSC,CAT"
Q07997,Logical Reasoning,Seating Arrangement,Medium,"General,Banking,Placements"
Q07998,Quantitative Aptitude,Mensuration,Easy,"Placements,TCS NQT"
Q07999,Verbal Ability,Synonyms & Antonyms,Medium,Banking
Q08000,Quantitative Aptitude,Geometry,Easy,"Banking,TCS NQT"
Q08001,Quantitative Aptitude,Partnership,Easy,"CAT,TCS NQT,Placements"
Q08002,Quantitative Aptitude,Mensuration,Medium,"Banking,CAT,General"
Q08003,Verbal Ability,Fill in the Blanks,Easy,Placements
Q08004,Verbal Ability,Idioms & Phrases,Medium,"TCS NQT,General,CAT"
Q08005,Verbal Ability,Odd One Out,Easy,"TCS NQT,General"
Q08006,Verbal Ability,Sentence Correction,Hard,"TCS NQT,General"
Q08007,Quantitative Aptitude,Simple Interest,Easy,SSC
Q08008,Quantitative Aptitude,Algebra,Medium,"Banking,General,TCS NQT"
Q08009,Data Interpretation,Line Graphs,Medium,"SSC,TCS NQT"
Q08010,Quantitative Aptitude,Trigonometry,Easy,"SSC,CAT"
Q08011,Verbal Ability,Idioms & Phrases,Easy,TCS NQT
Q08012,Logical Reasoning,Data Sufficiency,Medium,"TCS NQT,CAT,SSC"
Q08013,Verbal Ability,Reading Comprehension,Medium,General
Q08014,Data Interpretation,Caselets,Easy,Banking
Q08015,Logical Reasoning,Puzzles,Medium,"SSC,Banking"
Q08016,Logical Reasoning,Series Completion,Medium,"CAT,Placements,SSC"
Q08017,Verbal Ability,Para Summary,Easy,"CAT,TCS NQT"
Q08018,Verbal Ability,Idioms & Phrases,Medium,"CAT,General"
Q08019,Verbal Ability,Critical Reasoning,Easy,"Banking,CAT,TCS NQT"
Q08020,Logical Reasoning,Data Sufficiency,Easy,CAT
Q08021,Verbal Ability,Error Spotting,Medium,"Placements,SSC,TCS NQT"
Q08022,Data Interpretation,Line Graphs,Medium,"Banking,TCS NQT,General"
Q08023,Quantitative Aptitude,Linear Equations,Hard,"Banking,CAT,Placements"
Q08024,Data Interpretation,Bar Graphs,Easy,TCS NQT
Q08025,Quantitative Aptitude,"Time, Speed & Distance",Medium,CAT
Q08026,Verbal Ability,Para Jumbles,Medium,"Placements,SSC,CAT"
Q08027,Verbal Ability,Para Jumbles,Hard,"TCS NQT,Banking,CAT"
Q08028,Verbal Ability,Odd One Out,Medium,"Placements,TCS NQT"
Q08029,Quantitative Aptitude,Number System,Easy,"General,TCS NQT"
Q08030,Logical Reasoning,Data Sufficiency,Easy,Placements
Q08031,Logical Reasoning,Coding-Decoding,Medium,Placements
Q08032,Verbal Ability,Para Summary,Medium,"Placements,CAT,TCS NQT"
Q08033,Quantitative Aptitude,Quadratic Equations,Easy,CAT
Q08034,Verbal Ability,Reading Comprehension,Easy,"General,Placements"
Q08035,Verbal Ability,Reading Comprehension,Medium,SSC
Q08036,Quantitative Aptitude,Time & Work,Medium,"General,Banking"
Q08037,Quantitative Aptitude,Compound Interest,Medium,"General,TCS NQT"
Q08038,Quantitative Aptitude,Mensuration,Medium,"Placements,Banking"
Q08039,Quantitative Aptitude,Pipes & Cisterns,Medium,"SSC,CAT,General"
Q08040,Quantitative Aptitude,Trigonometry,Medium,"CAT,SSC,TCS NQT"
Q08041,Data Interpretation,Data Sufficiency (DI),Easy,"TCS NQT,SSC,Banking"
Q08042,Verbal Ability,Cloze Test,Hard,"SSC,CAT"
Q08043,Quantitative Aptitude,Pipes & Cisterns,Medium,"TCS NQT,Banking"
Q08044,Quantitative Aptitude,"Time, Speed & Distance",Medium,"General,SSC"
Q08045,Quantitative Aptitude,Averages,Hard,"Placements,SSC"
Q08046,Logical Reasoning,Venn Diagrams,Medium,"CAT,SSC,Banking"
Q08047,Verbal Ability,Cloze Test,Hard,"TCS NQT,General"
Q08048,Data Interpretation,Data Sufficiency (DI),Medium,"TCS NQT,Placements"
Q08049,Logical Reasoning,Statement & Conclusion,Medium,"Placements,SSC,General"
Q08050,Quantitative Aptitude,Surds & Indices,Medium,"General,TCS NQT"
Q08051,Quantitative Aptitude,Geometry,Medium,"Placements,Banking,TCS NQT"
Q08052,Verbal Ability,Sentence Correction,Medium,"Banking,SSC"
Q08053,Logical Reasoning,Venn Diagrams,Medium,Placements
Q08054,Verbal Ability,Reading Comprehension,Medium,"Banking,General,SSC"
Q08055,Logical Reasoning,Analogy,Hard,TCS NQT
Q08056,Quantitative Aptitude,Logarithms,Medium,"Placements,General"
Q08057,Data Interpretation,Data Sufficiency (DI),Easy,"TCS NQT,Placements,SSC"
Q08058,Verbal Ability,Critical Reasoning,Hard,General
Q08059,Quantitative Aptitude,Geometry,Medium,"General,SSC,CAT"
Q08060,Data Interpretation,Mixed DI Sets,Medium,General
Q08061,Quantitative Aptitude,Mixtures & Alligations,Medium,"CAT,SSC"
Q08062,Logical Reasoning,Syllogisms,Medium,"Placements,TCS NQT,SSC"
Q08063,Quantitative Aptitude,Quadratic Equations,Easy,"Placements,CAT"
Q08064,Data Interpretation,Bar Graphs,Easy,"Placements,SSC"
Q08065,Logical Reasoning,Coding-Decoding,Hard,"Placements,TCS NQT,CAT"
Q08066,Data Interpretation,Radar/Spider Charts,Easy,"Placements,Banking"
Q08067,Quantitative Aptitude,Compound Interest,Easy,"SSC,General,TCS NQT"
Q08068,Logical Reasoning,Blood Relations,Medium,TCS NQT
Q08069,Data Interpretation,Bar Graphs,Easy,Banking
Q08070,Logical Reasoning,Direction Sense,Medium,"TCS NQT,SSC"
Q08071,Verbal Ability,Para Jumbles,Medium,"CAT,Placements"
Q08072,Verbal Ability,Error Spotting,Easy,"General,CAT,SSC"
Q08073,Quantitative Aptitude,Algebra,Hard,General
Q08074,Logical Reasoning,Coding-Decoding,Easy,"CAT,SSC,Placements"
Q08075,Quantitative Aptitude,Algebra,Medium,CAT
Q08076,Data Interpretation,Line Graphs,Easy,"TCS NQT,SSC"
Q08077,Quantitative Aptitude,Surds & Indices,Medium,"General,Placements,TCS NQT"
Q08078,Quantitative Aptitude,Trigonometry,Easy,"SSC,Placements,CAT"
Q08079,Logical Reasoning,Puzzles,Easy,Placements
Q08080,Verbal Ability,Sentence Correction,Easy,"SSC,TCS NQT,CAT"
Q08081,Quantitative Aptitude,Averages,Medium,Banking
Q08082,Logical Reasoning,Data Sufficiency,Medium,Banking
Q08083,Logical Reasoning,Statement & Conclusion,Medium,TCS NQT
Q08084,Verbal Ability,Para Summary,Medium,"Banking,Placements,SSC"
Q08085,Logical Reasoning,Puzzles,Medium,"CAT,TCS NQT,SSC"
Q08086,Data Interpretation,Radar/Spider Charts,Easy,TCS NQT
Q08087,Logical Reasoning,Series Completion,Easy,"General,SSC,TCS NQT"
Q08088,Logical Reasoning,Clocks & Calendars,Hard,"CAT,SSC"
Q08089,Quantitative Aptitude,Set Theory,Easy,"CAT,TCS NQT"
Q08090,Verbal Ability,Cloze Test,Medium,TCS NQT
Q08091,Logical Reasoning,Statement & Assumption,Hard,"CAT,General"
Q08092,Logical Reasoning,Analogy,Easy,"SSC,General,TCS NQT"
Q08093,Quantitative Aptitude,Algebra,Easy,"Placements,Banking,CAT"
Q08094,Verbal Ability,Para Summary,Medium,Banking
Q08095,Logical Reasoning,Coding-Decoding,Medium,"CAT,Banking,TCS NQT"
Q08096,Data Interpretation,Tables,Hard,Banking
Q08097,Verbal Ability,Critical Reasoning,Easy,"CAT,Placements"
Q08098,Data Interpretation,Pie Charts,Easy,"SSC,Banking,General"
Q08099,Verbal Ability,Para Summary,Medium,"General,Placements,Banking"
Q08100,Quantitative Aptitude,Averages,Medium,Placements
Q08101,Logical Reasoning,Input-Output,Easy,TCS NQT
Q08102,Quantitative Aptitude,Averages,Easy,"CAT,TCS NQT,Banking"
Q08103,Quantitative Aptitude,Quadratic Equations,Hard,CAT
Q08104,Data Interpretation,Bar Graphs,Medium,"TCS NQT,Placements"
Q08105,Logical Reasoning,Seating Arrangement,Hard,"Banking,Placements,CAT"
Q08106,Verbal Ability,Sentence Correction,Hard,"TCS NQT,SSC,CAT"
Q08107,Logical Reasoning,Input-Output,Medium,"Banking,CAT,SSC"
Q08108,Logical Reasoning,Venn Diagrams,Easy,General
Q08109,Data Interpretation,Mixed DI Sets,Medium,"TCS NQT,General,Placements"
Q08110,Logical Reasoning,Direction Sense,Medium,"General,Banking,TCS NQT"
Q08111,Quantitative Aptitude,Ratio & Proportion,Medium,"CAT,Placements,TCS NQT"
Q08112,Logical Reasoning,Statement & Conclusion,Easy,TCS NQT
Q08113,Verbal Ability,Idioms & Phrases,Hard,"CAT,SSC,TCS NQT"
Q08114,Logical Reasoning,Seating Arrangement,Medium,"SSC,Placements,CAT"
Q08115,Verbal Ability,Synonyms & Antonyms,Easy,"TCS NQT,Placements"
Q08116,Quantitative Aptitude,Quadratic Equations,Medium,"SSC,CAT"
Q08117,Quantitative Aptitude,Surds & Indices,Medium,TCS NQT
Q08118,Quantitative Aptitude,Time & Work,Medium,"Placements,CAT,General"
Q08119,Verbal Ability,Critical Reasoning,Hard,Banking
Q08120,Quantitative Aptitude,Linear Equations,Medium,"Banking,General"
Q08121,Verbal Ability,Odd One Out,Easy,TCS NQT
Q08122,Data Interpretation,Pie Charts,Hard,General
Q08123,Quantitative Aptitude,Algebra,Medium,"TCS NQT,CAT"
Q08124,Verbal Ability,Error Spotting,Medium,"General,SSC"
Q08125,Logical Reasoning,Series Completion,Easy,TCS NQT
Q08126,Quantitative Aptitude,Partnership,Easy,General
Q08127,Verbal Ability,Critical Reasoning,Medium,Banking
Q08128,Logical Reasoning,Data Sufficiency,Medium,CAT
Q08129,Data Interpretation,Bar Graphs,Medium,"General,Placements,Banking"
Q08130,Verbal Ability,Odd One Out,Medium,General
Q08131,Quantitative Aptitude,Set Theory,Easy,SSC
Q08132,Data Interpretation,Bar Graphs,Medium,"Placements,TCS NQT"
Q08133,Quantitative Aptitude,Simple Interest,Medium,"Banking,TCS NQT,Placements"
Q08134,Verbal Ability,Para Summary,Hard,"CAT,Banking"
Q08135,Logical Reasoning,Series Completion,Hard,TCS NQT
Q08136,Logical Reasoning,Puzzles,Medium,"Placements,TCS NQT"
Q08137,Quantitative Aptitude,Profit & Loss,Hard,"CAT,TCS NQT,Banking"
Q08138,Data Interpretation,Tables,Easy,"Placements,General,CAT"
Q08139,Data Interpretation,Venn-based DI,Easy,Banking
Q08140,Verbal Ability,Verbal Analogies,Easy,SSC
Q08141,Quantitative Aptitude,Mensuration,Easy,General
Q08142,Verbal Ability,Odd One Out,Hard,"Banking,CAT"
Q08143,Data Interpretation,Bar Graphs,Easy,"Placements,TCS NQT"
Q08144,Verbal Ability,Idioms & Phrases,Medium,"Banking,General,CAT"
Q08145,Quantitative Aptitude,Mensuration,Easy,"SSC,General,CAT"
Q08146,Data Interpretation,Mixed DI Sets,Medium,CAT
Q08147,Data Interpretation,Caselets,Medium,"SSC,CAT"
Q08148,Quantitative Aptitude,Number System,Medium,CAT
Q08149,Verbal Ability,Synonyms & Antonyms,Easy,"Banking,TCS NQT,Placements"
Q08150,Quantitative Aptitude,Probability,Medium,"TCS NQT,General"
Q08151,Verbal Ability,Reading Comprehension,Easy,General
Q08152,Verbal Ability,Critical Reasoning,Easy,"SSC,CAT,Placements"
Q08153,Verbal Ability,Verbal Analogies,Easy,"TCS NQT,Banking"
Q08154,Data Interpretation,Radar/Spider Charts,Medium,"CAT,Placements"
Q08155,Quantitative Aptitude,Set Theory,Easy,SSC
Q08156,Verbal Ability,Reading Comprehension,Medium,"General,Placements,SSC"
Q08157,Data Interpretation,Data Sufficiency (DI),Hard,"General,Banking,SSC"
Q08158,Logical Reasoning,Clocks & Calendars,Medium,"CAT,TCS NQT,Placements"
Q08159,Data Interpretation,Tables,Hard,"TCS NQT,General"
Q08160,Verbal Ability,Para Jumbles,Hard,CAT
Q08161,Quantitative Aptitude,Ratio & Proportion,Medium,"General,Placements,Banking"
Q08162,Quantitative Aptitude,Time & Work,Hard,CAT
Q08163,Verbal Ability,Fill in the Blanks,Easy,Placements
Q08164,Data Interpretation,Tables,Easy,"Banking,CAT"
Q08165,Data Interpretation,Pie Charts,Easy,"SSC,Placements,TCS NQT"
Q08166,Logical Reasoning,Blood Relations,Medium,Placements
Q08167,Data Interpretation,Venn-based DI,Medium,"TCS NQT,Placements,SSC"
Q08168,Quantitative Aptitude,Ratio & Proportion,Easy,CAT
Q08169,Data Interpretation,Venn-based DI,Medium,"Placements,CAT,Banking"
Q08170,Verbal Ability,Idioms & Phrases,Medium,General
Q08171,Quantitative Aptitude,Set Theory,Medium,"Placements,Banking"
Q08172,Verbal Ability,Reading Comprehension,Medium,TCS NQT
Q08173,Data Interpretation,Pie Charts,Medium,"General,Banking,Placements"
Q08174,Logical Reasoning,Ranking & Order,Easy,"CAT,Banking,SSC"
Q08175,Verbal Ability,Cloze Test,Easy,"Banking,General"
Q08176,Quantitative Aptitude,Time & Work,Easy,CAT
Q08177,Verbal Ability,Reading Comprehension,Easy,"Placements,CAT"
Q08178,Quantitative Aptitude,Averages,Easy,"General,CAT,TCS NQT"
Q08179,Logical Reasoning,Analogy,Medium,Banking
Q08180,Logical Reasoning,Puzzles,Medium,"Placements,SSC"
Q08181,Quantitative Aptitude,Probability,Medium,"CAT,TCS NQT"
Q08182,Logical Reasoning,Venn Diagrams,Medium,Placements
Q08183,Data Interpretation,Tables,Hard,"CAT,TCS NQT"
Q08184,Verbal Ability,Fill in the Blanks,Medium,CAT
Q08185,Logical Reasoning,Seating Arrangement,Medium,"SSC,General,TCS NQT"
Q08186,Logical Reasoning,Statement & Conclusion,Medium,"Banking,TCS NQT"
Q08187,Logical Reasoning,Analogy,Hard,TCS NQT
Q08188,Data Interpretation,Data Sufficiency (DI),Medium,"SSC,Banking"
Q08189,Logical Reasoning,Puzzles,Medium,"Placements,Banking,TCS NQT"
Q08190,Logical Reasoning,Analogy,Medium,Placements
Q08191,Logical Reasoning,Cubes & Dice,Hard,"General,CAT"
Q08192,Logical Reasoning,Input-Output,Medium,Banking
Q08193,Quantitative Aptitude,Ratio & Proportion,Easy,"SSC,Banking,CAT"
Q08194,Verbal Ability,Synonyms & Antonyms,Medium,"Banking,General,TCS NQT"
Q08195,Verbal Ability,Idioms & Phrases,Medium,CAT
Q08196,Data Interpretation,Mixed DI Sets,Hard,"Banking,Placements"
Q08197,Quantitative Aptitude,Mensuration,Easy,Placements
Q08198,Logical Reasoning,Analogy,Medium,"SSC,CAT,Placements"
Q08199,Quantitative Aptitude,Pipes & Cisterns,Medium,Placements
Q08200,Quantitative Aptitude,Surds & Indices,Medium,"General,SSC,Banking"
Q08201,Logical Reasoning,Seating Arrangement,Hard,"SSC,Banking"
Q08202,Logical Reasoning,Ranking & Order,Medium,Banking
Q08203,Verbal Ability,Para Summary,Easy,General
Q08204,Quantitative Aptitude,"Time, Speed & Distance",Medium,SSC
Q08205,Quantitative Aptitude,Surds & Indices,Easy,CAT
Q08206,Quantitative Aptitude,Mensuration,Medium,"CAT,SSC"
Q08207,Quantitative Aptitude,Time & Work,Easy,"General,CAT,SSC"
Q08208,Data Interpretation,Line Graphs,Easy,"TCS NQT,Placements"
Q08209,Verbal Ability,Para Jumbles,Hard,"Banking,TCS NQT,General"
Q08210,Data Interpretation,Tables,Hard,"SSC,Banking"
Q08211,Quantitative Aptitude,Number System,Medium,"Banking,SSC"
Q08212,Logical Reasoning,Ranking & Order,Easy,"TCS NQT,Banking,General"
Q08213,Verbal Ability,Reading Comprehension,Easy,Banking
Q08214,Quantitative Aptitude,Probability,Medium,"Placements,CAT,TCS NQT"
Q08215,Quantitative Aptitude,Averages,Medium,"Placements,Banking,General"
Q08216,Verbal Ability,Para Summary,Medium,"Placements,CAT,SSC"
Q08217,Quantitative Aptitude,Progressions (AP/GP),Medium,General
Q08218,Quantitative Aptitude,Compound Interest,Easy,"TCS NQT,CAT,Placements"
Q08219,Data Interpretation,Radar/Spider Charts,Easy,Banking
Q08220,Logical Reasoning,Venn Diagrams,Easy,"Placements,SSC,CAT"
Q08221,Logical Reasoning,Syllogisms,Medium,"CAT,Banking"
Q08222,Verbal Ability,Error Spotting,Medium,"Placements,TCS NQT,CAT"
Q08223,Quantitative Aptitude,Profit & Loss,Medium,"Banking,Placements,TCS NQT"
Q08224,Quantitative Aptitude,Permutation & Combination,Easy,SSC
Q08225,Verbal Ability,Odd One Out,Hard,TCS NQT
Q08226,Logical Reasoning,Series Completion,Hard,CAT
Q08227,Logical Reasoning,Puzzles,Easy,"General,TCS NQT"
Q08228,Quantitative Aptitude,Quadratic Equations,Medium,"CAT,Banking,SSC"
Q08229,Verbal Ability,Cloze Test,Medium,"TCS NQT,General"
Q08230,Quantitative Aptitude,Pipes & Cisterns,Easy,"TCS NQT,SSC,Banking"
Q08231,Verbal Ability,Critical Reasoning,Easy,"TCS NQT,Banking,CAT"
Q08232,Quantitative Aptitude,Algebra,Medium,Placements
Q08233,Logical Reasoning,Puzzles,Easy,"CAT,General"
Q08234,Logical Reasoning,Statement & Conclusion,Medium,"Banking,SSC,General"
Q08235,Quantitative Aptitude,Linear Equations,Easy,"General,CAT,TCS NQT"
Q08236,Verbal Ability,Reading Comprehension,Easy,"CAT,Banking"
Q08237,Quantitative Aptitude,"Time, Speed & Distance",Medium,"General,SSC,Banking"
Q08238,Quantitative Aptitude,Ratio & Proportion,Medium,Banking
Q08239,Data Interpretation,Tables,Hard,Placements
Q08240,Logical Reasoning,Cubes & Dice,Medium,"SSC,Banking"
Q08241,Logical Reasoning,Coding-Decoding,Medium,"Banking,CAT,General"
Q08242,Verbal Ability,Verbal Analogies,Medium,"TCS NQT,Banking"
Q08243,Verbal Ability,Sentence Correction,Easy,"TCS NQT,General"
Q08244,Logical Reasoning,Seating Arrangement,Easy,TCS NQT
Q08245,Logical Reasoning,Series Completion,Easy,"General,TCS NQT,CAT"
Q08246,Data Interpretation,Data Sufficiency (DI),Easy,"Placements,CAT,TCS NQT"
Q08247,Logical Reasoning,Series Completion,Easy,"CAT,Banking,General"
Q08248,Verbal Ability,Para Summary,Hard,"SSC,Placements"
Q08249,Logical Reasoning,Coding-Decoding,Hard,Banking
Q08250,Quantitative Aptitude,Ratio & Proportion,Medium,"Placements,Banking,CAT"
Q08251,Quantitative Aptitude,Ratio & Proportion,Easy,Banking
Q08252,Quantitative Aptitude,Logarithms,Easy,"SSC,General,CAT"
Q08253,Quantitative Aptitude,Percentages,Medium,"General,TCS NQT"
Q08254,Quantitative Aptitude,Percentages,Hard,Banking
Q08255,Logical Reasoning,Coding-Decoding,Medium,"SSC,General,TCS NQT"
Q08256,Data Interpretation,Venn-based DI,Medium,"TCS NQT,Placements"
Q08257,Quantitative Aptitude,Algebra,Medium,"Banking,Placements,CAT"
Q08258,Data Interpretation,Line Graphs,Hard,"SSC,Placements"
Q08259,Quantitative Aptitude,Logarithms,Medium,"Placements,General,SSC"
Q08260,Logical Reasoning,Venn Diagrams,Medium,Banking
Q08261,Verbal Ability,Critical Reasoning,Medium,TCS NQT
Q08262,Quantitative Aptitude,Partnership,Easy,"Placements,SSC,CAT"
Q08263,Quantitative Aptitude,Set Theory,Medium,"SSC,Banking,TCS NQT"
Q08264,Verbal Ability,Synonyms & Antonyms,Hard,General
Q08265,Verbal Ability,Synonyms & Antonyms,Easy,"Placements,Banking,CAT"
