question_id,section,subtopic,difficulty_tag,exam_tags,_true_correct_prob
Q07344,Quantitative Aptitude,Mixtures & Alligations,Easy,Banking,0.728
Q07345,Quantitative Aptitude,Linear Equations,Medium,"TCS NQT,SSC",0.453
Q07346,Quantitative Aptitude,Geometry,Medium,"TCS NQT,General,CAT",0.493
Q07347,Verbal Ability,Para Summary,Medium,Placements,0.548
Q07348,Verbal Ability,Synonyms & Antonyms,Medium,"General,Placements",0.567
Q07349,Quantitative Aptitude,Ratio & Proportion,Easy,"Banking,CAT,General",0.866
Q07350,Quantitative Aptitude,Logarithms,Medium,"TCS NQT,CAT,Placements",0.541
Q07351,Data Interpretation,Line Graphs,Easy,Banking,0.828
Q07352,Quantitative Aptitude,Surds & Indices,Easy,"CAT,General,Banking",0.768
Q07353,Logical Reasoning,Venn Diagrams,Medium,"General,TCS NQT",0.565
Q07354,Logical Reasoning,Cubes & Dice,Medium,General,0.597
Q07355,Data Interpretation,Venn-based DI,Easy,"Banking,General",0.788
Q07356,Quantitative Aptitude,Progressions (AP/GP),Medium,"General,SSC",0.495
Q07357,Quantitative Aptitude,Profit & Loss,Easy,"Banking,General,TCS NQT",0.83
Q07358,Logical Reasoning,Venn Diagrams,Medium,"Placements,TCS NQT",0.549
Q07359,Data Interpretation,Venn-based DI,Medium,TCS NQT,0.48
Q07360,Quantitative Aptitude,Probability,Medium,"General,CAT,Banking",0.473
Q07361,Logical Reasoning,Series Completion,Easy,"TCS NQT,CAT",0.776
Q07362,Logical Reasoning,Data Sufficiency,Easy,"CAT,SSC,Banking",0.756
Q07363,Quantitative Aptitude,Logarithms,Hard,TCS NQT,0.264
Q07364,Verbal Ability,Verbal Analogies,Easy,"SSC,TCS NQT",0.804
Q07365,Verbal Ability,Verbal Analogies,Medium,"General,Banking,Placements",0.614
Q07366,Quantitative Aptitude,Quadratic Equations,Medium,"Placements,TCS NQT,SSC",0.592
Q07367,Quantitative Aptitude,Probability,Easy,"Banking,General,Placements",0.8
Q07368,Data Interpretation,Venn-based DI,Easy,Placements,0.835
Q07369,Logical Reasoning,Blood Relations,Easy,"Banking,General,CAT",0.766
Q07370,Quantitative Aptitude,Compound Interest,Easy,TCS NQT,0.81
Q07371,Verbal Ability,Para Summary,Easy,"CAT,Placements,General",0.795
Q07372,Data Interpretation,Bar Graphs,Easy,"SSC,CAT,TCS NQT",0.779
Q07373,Quantitative Aptitude,Compound Interest,Medium,"General,TCS NQT,Banking",0.606
Q07374,Quantitative Aptitude,Set Theory,Medium,TCS NQT,0.501
Q07375,Quantitative Aptitude,Compound Interest,Medium,General,0.587
Q07376,Logical Reasoning,Analogy,Hard,Banking,0.338
Q07377,Quantitative Aptitude,Quadratic Equations,Easy,"TCS NQT,CAT,General",0.877
Q07378,Quantitative Aptitude,Percentages,Medium,"TCS NQT,Placements",0.622
Q07379,Logical Reasoning,Statement & Assumption,Medium,"Placements,TCS NQT",0.561
Q07380,Quantitative Aptitude,Probability,Medium,Banking,0.618
Q07381,Verbal Ability,Idioms & Phrases,Easy,"Placements,General,SSC",0.826
Q07382,Quantitative Aptitude,Partnership,Easy,"General,Banking,SSC",0.798
Q07383,Quantitative Aptitude,Logarithms,Medium,"CAT,Placements",0.557
Q07384,Quantitative Aptitude,Partnership,Medium,"CAT,Banking",0.577
Q07385,Verbal Ability,Odd One Out,Medium,"Banking,TCS NQT",0.571
Q07386,Logical Reasoning,Input-Output,Easy,"General,Placements,TCS NQT",0.748
Q07387,Logical Reasoning,Venn Diagrams,Hard,"General,Banking",0.314
Q07388,Quantitative Aptitude,Number System,Medium,"Banking,Placements",0.545
Q07389,Quantitative Aptitude,Pipes & Cisterns,Easy,Placements,0.896
Q07390,Verbal Ability,Cloze Test,Medium,CAT,0.623
Q07391,Logical Reasoning,Venn Diagrams,Hard,"SSC,CAT",0.225
Q07392,Quantitative Aptitude,Surds & Indices,Medium,"Banking,CAT",0.537
Q07393,Verbal Ability,Fill in the Blanks,Easy,General,0.726
Q07394,Quantitative Aptitude,Profit & Loss,Medium,"Banking,TCS NQT,Placements",0.575
Q07395,Verbal Ability,Idioms & Phrases,Easy,"General,SSC",0.756
Q07396,Data Interpretation,Caselets,Easy,SSC,0.809
Q07397,Data Interpretation,Mixed DI Sets,Hard,"TCS NQT,Placements,CAT",0.257
Q07398,Data Interpretation,Pie Charts,Medium,"CAT,SSC",0.555
Q07399,Data Interpretation,Radar/Spider Charts,Medium,General,0.66
Q07400,Logical Reasoning,Puzzles,Medium,Placements,0.678
Q07401,Verbal Ability,Cloze Test,Hard,"CAT,Placements",0.353
Q07402,Data Interpretation,Data Sufficiency (DI),Medium,"Banking,CAT,SSC",0.564
Q07403,Quantitative Aptitude,Set Theory,Medium,"TCS NQT,General",0.509
Q07404,Logical Reasoning,Seating Arrangement,Hard,"CAT,TCS NQT,Banking",0.295
Q07405,Quantitative Aptitude,Mensuration,Medium,"Banking,TCS NQT,CAT",0.572
Q07406,Logical Reasoning,Direction Sense,Medium,General,0.6
Q07407,Logical Reasoning,Clocks & Calendars,Easy,"SSC,General,Banking",0.796
Q07408,Verbal Ability,Idioms & Phrases,Medium,"SSC,Banking",0.576
Q07409,Quantitative Aptitude,Trigonometry,Hard,"SSC,CAT,Placements",0.277
Q07410,Data Interpretation,Data Sufficiency (DI),Medium,"Banking,SSC,CAT",0.569
Q07411,Logical Reasoning,Seating Arrangement,Medium,"Placements,General",0.557
Q07412,Quantitative Aptitude,Logarithms,Medium,"Banking,Placements",0.503
Q07413,Logical Reasoning,Analogy,Hard,"General,Placements,CAT",0.253
Q07414,Data Interpretation,Mixed DI Sets,Medium,"Banking,SSC,General",0.592
Q07415,Verbal Ability,Error Spotting,Easy,TCS NQT,0.839
Q07416,Logical Reasoning,Direction Sense,Easy,"Banking,Placements,CAT",0.779
Q07417,Verbal Ability,Idioms & Phrases,Medium,"TCS NQT,Placements",0.529
Q07418,Quantitative Aptitude,Partnership,Easy,Placements,0.736
Q07419,Logical Reasoning,Seating Arrangement,Hard,"TCS NQT,SSC",0.262
Q07420,Data Interpretation,Caselets,Medium,"Placements,General,TCS NQT",0.605
Q07421,Logical Reasoning,Coding-Decoding,Medium,"CAT,Banking",0.478
Q07422,Logical Reasoning,Data Sufficiency,Medium,TCS NQT,0.526
Q07423,Logical Reasoning,Data Sufficiency,Medium,"General,SSC,Placements",0.618
Q07424,Logical Reasoning,Input-Output,Hard,"CAT,Banking",0.256
Q07425,Logical Reasoning,Series Completion,Hard,"SSC,Banking",0.324
Q07426,Verbal Ability,Odd One Out,Easy,"SSC,Banking,Placements",0.855
Q07427,Data Interpretation,Pie Charts,Easy,"General,TCS NQT",0.706
Q07428,Logical Reasoning,Data Sufficiency,Medium,"SSC,CAT,Banking",0.585
Q07429,Data Interpretation,Caselets,Medium,"TCS NQT,CAT,Banking",0.552
Q07430,Quantitative Aptitude,Profit & Loss,Easy,"CAT,SSC",0.808
Q07431,Verbal Ability,Reading Comprehension,Easy,Placements,0.741
Q07432,Logical Reasoning,Seating Arrangement,Medium,"General,CAT,Banking",0.547
Q07433,Logical Reasoning,Seating Arrangement,Easy,"SSC,CAT,Placements",0.764
Q07434,Quantitative Aptitude,Mixtures & Alligations,Medium,"General,Banking",0.483
Q07435,Verbal Ability,Para Summary,Easy,"CAT,TCS NQT,SSC",0.723
Q07436,Quantitative Aptitude,Probability,Medium,General,0.463
Q07437,Quantitative Aptitude,Trigonometry,Medium,"SSC,CAT",0.526
Q07438,Verbal Ability,Error Spotting,Medium,TCS NQT,0.571
Q07439,Quantitative Aptitude,Pipes & Cisterns,Medium,TCS NQT,0.49
Q07440,Verbal Ability,Para Summary,Hard,"General,Placements",0.435
Q07441,Data Interpretation,Tables,Medium,Placements,0.476
Q07442,Quantitative Aptitude,Geometry,Medium,"SSC,CAT,Banking",0.558
Q07443,Verbal Ability,Error Spotting,Medium,CAT,0.544
Q07444,Logical Reasoning,Series Completion,Easy,"Banking,General",0.904
Q07445,Logical Reasoning,Cubes & Dice,Easy,TCS NQT,0.759
Q07446,Quantitative Aptitude,Pipes & Cisterns,Medium,"Banking,General",0.566
Q07447,Logical Reasoning,Input-Output,Medium,CAT,0.536
Q07448,Verbal Ability,Synonyms & Antonyms,Hard,"General,Banking",0.244
Q07449,Verbal Ability,Sentence Correction,Easy,"Placements,CAT",0.742
Q07450,Quantitative Aptitude,Compound Interest,Easy,Placements,0.838
Q07451,Verbal Ability,Cloze Test,Medium,"Placements,SSC,CAT",0.629
Q07452,Quantitative Aptitude,Profit & Loss,Medium,General,0.603
Q07453,Verbal Ability,Odd One Out,Medium,"TCS NQT,Placements",0.516
Q07454,Verbal Ability,Para Summary,Medium,"SSC,TCS NQT",0.596
Q07455,Verbal Ability,Error Spotting,Medium,CAT,0.589
Q07456,Quantitative Aptitude,Trigonometry,Easy,"TCS NQT,CAT",0.89
Q07457,Verbal Ability,Fill in the Blanks,Easy,General,0.752
Q07458,Logical Reasoning,Clocks & Calendars,Medium,"Banking,CAT",0.592
Q07459,Verbal Ability,Critical Reasoning,Medium,"CAT,TCS NQT",0.526
Q07460,Verbal Ability,Synonyms & Antonyms,Easy,Placements,0.827
Q07461,Quantitative Aptitude,Linear Equations,Medium,Banking,0.553
Q07462,Verbal Ability,Critical Reasoning,Medium,"SSC,Banking",0.531
Q07463,Quantitative Aptitude,Mixtures & Alligations,Medium,Banking,0.559
Q07464,Logical Reasoning,Syllogisms,Easy,TCS NQT,0.817
Q07465,Quantitative Aptitude,Quadratic Equations,Medium,Banking,0.577
Q07466,Logical Reasoning,Direction Sense,Medium,"Placements,CAT",0.53
Q07467,Verbal Ability,Verbal Analogies,Medium,"SSC,Banking,General",0.577
Q07468,Data Interpretation,Mixed DI Sets,Hard,"Placements,General,Banking",0.309
Q07469,Verbal Ability,Cloze Test,Medium,"Banking,SSC",0.514
Q07470,Quantitative Aptitude,Profit & Loss,Easy,"TCS NQT,CAT",0.815
Q07471,Quantitative Aptitude,Number System,Medium,TCS NQT,0.586
Q07472,Verbal Ability,Fill in the Blanks,Hard,Placements,0.272
Q07473,Data Interpretation,Mixed DI Sets,Hard,"CAT,Placements",0.225
Q07474,Verbal Ability,Critical Reasoning,Easy,"General,SSC",0.773
Q07475,Verbal Ability,Idioms & Phrases,Medium,"Banking,Placements",0.517
Q07476,Logical Reasoning,Coding-Decoding,Medium,"TCS NQT,Placements,CAT",0.594
Q07477,Data Interpretation,Caselets,Easy,"Placements,General",0.843
Q07478,Verbal Ability,Para Jumbles,Easy,"SSC,General",0.835
Q07479,Quantitative Aptitude,Quadratic Equations,Hard,"General,CAT,SSC",0.256
Q07480,Verbal Ability,Cloze Test,Medium,"SSC,TCS NQT",0.585
Q07481,Quantitative Aptitude,"Time, Speed & Distance",Medium,SSC,0.524
Q07482,Logical Reasoning,Seating Arrangement,Medium,SSC,0.536
Q07483,Quantitative Aptitude,Partnership,Medium,"Banking,TCS NQT,General",0.575
Q07484,Logical Reasoning,Venn Diagrams,Easy,CAT,0.774
Q07485,Quantitative Aptitude,Compound Interest,Easy,"CAT,SSC,General",0.773
Q07486,Quantitative Aptitude,Progressions (AP/GP),Medium,"SSC,Placements",0.609
Q07487,Logical Reasoning,Cubes & Dice,Easy,"General,Banking",0.733
Q07488,Quantitative Aptitude,Geometry,Medium,TCS NQT,0.631
Q07489,Verbal Ability,Sentence Correction,Medium,General,0.57
Q07490,Logical Reasoning,Data Sufficiency,Medium,"CAT,General,TCS NQT",0.445
Q07491,Logical Reasoning,Analogy,Easy,CAT,0.869
Q07492,Logical Reasoning,Clocks & Calendars,Hard,TCS NQT,0.353
Q07493,Verbal Ability,Para Jumbles,Easy,"CAT,General",0.793
Q07494,Verbal Ability,Critical Reasoning,Hard,Banking,0.344
Q07495,Logical Reasoning,Analogy,Medium,"Banking,Placements,CAT",0.545
Q07496,Quantitative Aptitude,Number System,Medium,"TCS NQT,CAT",0.558
Q07497,Data Interpretation,Venn-based DI,Hard,"CAT,General",0.323
Q07498,Quantitative Aptitude,Logarithms,Hard,"Banking,TCS NQT,SSC",0.282
Q07499,Logical Reasoning,Input-Output,Easy,"Placements,SSC",0.829
Q07500,Quantitative Aptitude,Mensuration,Hard,Banking,0.266
Q07501,Verbal Ability,Cloze Test,Medium,"General,CAT,Placements",0.565
Q07502,Verbal Ability,Para Summary,Hard,"General,Placements,TCS NQT",0.289
Q07503,Data Interpretation,Pie Charts,Easy,"SSC,Placements",0.812
Q07504,Logical Reasoning,Series Completion,Medium,Banking,0.602
Q07505,Quantitative Aptitude,Percentages,Easy,Placements,0.725
Q07506,Logical Reasoning,Series Completion,Hard,Placements,0.297
Q07507,Verbal Ability,Idioms & Phrases,Hard,"SSC,General",0.273
Q07508,Verbal Ability,Error Spotting,Hard,General,0.356
Q07509,Data Interpretation,Mixed DI Sets,Medium,Placements,0.608
Q07510,Logical Reasoning,Clocks & Calendars,Medium,"CAT,General,SSC",0.544
Q07511,Quantitative Aptitude,Compound Interest,Easy,Banking,0.9
Q07512,Quantitative Aptitude,Geometry,Medium,"CAT,General",0.501
Q07513,Logical Reasoning,Venn Diagrams,Hard,SSC,0.315
Q07514,Quantitative Aptitude,Algebra,Medium,"TCS NQT,General,Placements",0.517
Q07515,Logical Reasoning,Blood Relations,Medium,Banking,0.483
Q07516,Logical Reasoning,Input-Output,Easy,Placements,0.848
Q07517,Quantitative Aptitude,Pipes & Cisterns,Medium,"Placements,General,TCS NQT",0.546
Q07518,Logical Reasoning,Direction Sense,Hard,"CAT,General",0.363
Q07519,Quantitative Aptitude,Algebra,Medium,TCS NQT,0.534
Q07520,Logical Reasoning,Direction Sense,Hard,General,0.32
Q07521,Data Interpretation,Line Graphs,Easy,SSC,0.793
Q07522,Logical Reasoning,Ranking & Order,Medium,General,0.538
Q07523,Verbal Ability,Reading Comprehension,Hard,General,0.345
Q07524,Quantitative Aptitude,Pipes & Cisterns,Easy,"CAT,General,TCS NQT",0.778
Q07525,Logical Reasoning,Series Completion,Easy,"TCS NQT,SSC",0.843
Q07526,Quantitative Aptitude,"Time, Speed & Distance",Medium,TCS NQT,0.538
Q07527,Quantitative Aptitude,Simple Interest,Easy,Placements,0.861
Q07528,Logical Reasoning,Coding-Decoding,Medium,"Placements,TCS NQT",0.56
Q07529,Data Interpretation,Data Sufficiency (DI),Medium,Placements,0.581
Q07530,Logical Reasoning,Coding-Decoding,Medium,General,0.509
Q07531,Logical Reasoning,Statement & Conclusion,Easy,"Banking,SSC",0.784
Q07532,Logical Reasoning,Venn Diagrams,Hard,Placements,0.439
Q07533,Data Interpretation,Caselets,Medium,TCS NQT,0.6
Q07534,Logical Reasoning,Ranking & Order,Hard,"SSC,TCS NQT",0.154
Q07535,Verbal Ability,Odd One Out,Easy,"CAT,Placements",0.912
Q07536,Verbal Ability,Critical Reasoning,Medium,"TCS NQT,Banking,General",0.578
Q07537,Quantitative Aptitude,"Time, Speed & Distance",Easy,"Placements,CAT",0.758
Q07538,Quantitative Aptitude,Pipes & Cisterns,Hard,"SSC,Placements,Banking",0.207
Q07539,Quantitative Aptitude,Mensuration,Hard,"General,Banking,Placements",0.231
Q07540,Data Interpretation,Caselets,Easy,"TCS NQT,General,SSC",0.796
Q07541,Logical Reasoning,Coding-Decoding,Hard,"Banking,Placements,SSC",0.261
Q07542,Quantitative Aptitude,Quadratic Equations,Medium,SSC,0.539
Q07543,Quantitative Aptitude,Partnership,Medium,Banking,0.583
Q07544,Logical Reasoning,Ranking & Order,Hard,"SSC,TCS NQT",0.222
Q07545,Verbal Ability,Para Jumbles,Easy,"Banking,General",0.757
Q07546,Quantitative Aptitude,Time & Work,Easy,"Placements,TCS NQT",0.814
Q07547,Quantitative Aptitude,Percentages,Medium,"Banking,General,SSC",0.487
Q07548,Data Interpretation,Pie Charts,Medium,"Banking,SSC",0.562
Q07549,Quantitative Aptitude,Ratio & Proportion,Easy,Banking,0.816
Q07550,Logical Reasoning,Data Sufficiency,Hard,SSC,0.303
Q07551,Logical Reasoning,Cubes & Dice,Medium,"Banking,General",0.646
Q07552,Logical Reasoning,Venn Diagrams,Hard,"Placements,SSC,General",0.3
Q07553,Quantitative Aptitude,Probability,Medium,"General,Banking,Placements",0.673
Q07554,Quantitative Aptitude,Set Theory,Medium,"TCS NQT,SSC,Placements",0.563
Q07555,Logical Reasoning,Direction Sense,Medium,"Placements,Banking",0.587
Q07556,Quantitative Aptitude,Trigonometry,Hard,"Placements,SSC,CAT",0.343
Q07557,Verbal Ability,Fill in the Blanks,Easy,"CAT,Placements",0.77
Q07558,Logical Reasoning,Cubes & Dice,Hard,"General,Banking,Placements",0.25
Q07559,Verbal Ability,Error Spotting,Hard,"TCS NQT,Placements,SSC",0.332
Q07560,Quantitative Aptitude,Averages,Easy,General,0.722
Q07561,Verbal Ability,Critical Reasoning,Easy,"TCS NQT,SSC",0.859
Q07562,Verbal Ability,Idioms & Phrases,Easy,"Banking,Placements,CAT",0.867
Q07563,Verbal Ability,Para Summary,Hard,Banking,0.322
Q07564,Verbal Ability,Error Spotting,Medium,"Placements,SSC,Banking",0.581
Q07565,Verbal Ability,Verbal Analogies,Medium,"Placements,TCS NQT,CAT",0.61
Q07566,Logical Reasoning,Input-Output,Easy,SSC,0.827
Q07567,Logical Reasoning,Statement & Assumption,Easy,"TCS NQT,CAT,General",0.792
Q07568,Logical Reasoning,Ranking & Order,Hard,"General,Placements,Banking",0.298
Q07569,Logical Reasoning,Seating Arrangement,Easy,Placements,0.708
Q07570,Logical Reasoning,Blood Relations,Medium,"Placements,Banking",0.537
Q07571,Data Interpretation,Line Graphs,Easy,"CAT,Banking",0.843
Q07572,Data Interpretation,Line Graphs,Easy,CAT,0.822
Q07573,Logical Reasoning,Statement & Conclusion,Easy,"TCS NQT,Banking,General",0.746
Q07574,Verbal Ability,Idioms & Phrases,Easy,"CAT,TCS NQT,Placements",0.8
Q07575,Logical Reasoning,Ranking & Order,Medium,"SSC,TCS NQT,Placements",0.553
Q07576,Quantitative Aptitude,Simple Interest,Easy,CAT,0.808
Q07577,Quantitative Aptitude,Mixtures & Alligations,Medium,"Placements,TCS NQT",0.595
Q07578,Quantitative Aptitude,Mixtures & Alligations,Medium,"Banking,Placements",0.628
Q07579,Verbal Ability,Fill in the Blanks,Hard,"SSC,Placements,TCS NQT",0.216
Q07580,Logical Reasoning,Ranking & Order,Easy,"SSC,General,Banking",0.837
Q07581,Verbal Ability,Sentence Correction,Medium,TCS NQT,0.527
Q07582,Quantitative Aptitude,Simple Interest,Hard,"Placements,TCS NQT",0.28
Q07583,Quantitative Aptitude,Progressions (AP/GP),Easy,"SSC,CAT,Placements",0.768
Q07584,Verbal Ability,Para Summary,Hard,"SSC,TCS NQT,CAT",0.219
Q07585,Quantitative Aptitude,Surds & Indices,Medium,Placements,0.49
Q07586,Quantitative Aptitude,Set Theory,Medium,"General,Banking",0.553
Q07587,Verbal Ability,Error Spotting,Medium,"TCS NQT,Banking",0.571
Q07588,Verbal Ability,Para Jumbles,Medium,"Banking,General,CAT",0.649
Q07589,Verbal Ability,Para Summary,Easy,"TCS NQT,Placements,General",0.778
Q07590,Logical Reasoning,Venn Diagrams,Medium,TCS NQT,0.467
Q07591,Logical Reasoning,Puzzles,Easy,CAT,0.76
Q07592,Verbal Ability,Para Summary,Medium,Placements,0.515
Q07593,Verbal Ability,Fill in the Blanks,Medium,"CAT,General,Banking",0.592
Q07594,Logical Reasoning,Statement & Assumption,Hard,"TCS NQT,SSC,CAT",0.32
Q07595,Verbal Ability,Para Jumbles,Hard,Placements,0.364
Q07596,Logical Reasoning,Statement & Assumption,Easy,"SSC,Placements",0.828
Q07597,Logical Reasoning,Analogy,Hard,"Banking,General,Placements",0.306
Q07598,Logical Reasoning,Statement & Conclusion,Medium,"CAT,SSC,General",0.519
Q07599,Data Interpretation,Venn-based DI,Hard,"SSC,CAT,TCS NQT",0.223
Q07600,Logical Reasoning,Seating Arrangement,Medium,"Banking,TCS NQT",0.583
Q07601,Logical Reasoning,Series Completion,Easy,CAT,0.707
Q07602,Verbal Ability,Critical Reasoning,Easy,"CAT,General,Banking",0.82
Q07603,Logical Reasoning,Blood Relations,Easy,"TCS NQT,General",0.8
Q07604,Quantitative Aptitude,Surds & Indices,Medium,"CAT,General,TCS NQT",0.562
Q07605,Data Interpretation,Caselets,Medium,"Placements,CAT,General",0.512
Q07606,Verbal Ability,Idioms & Phrases,Medium,"Banking,General,CAT",0.571
Q07607,Logical Reasoning,Ranking & Order,Hard,"CAT,General,TCS NQT",0.253
Q07608,Data Interpretation,Tables,Medium,"Placements,CAT",0.51
Q07609,Quantitative Aptitude,"Time, Speed & Distance",Medium,"TCS NQT,SSC",0.689
Q07610,Quantitative Aptitude,Mixtures & Alligations,Easy,"SSC,Placements,CAT",0.849
Q07611,Verbal Ability,Sentence Correction,Easy,"Placements,CAT",0.914
Q07612,Quantitative Aptitude,Geometry,Medium,General,0.539
Q07613,Logical Reasoning,Analogy,Medium,"General,CAT,Banking",0.511
Q07614,Logical Reasoning,Puzzles,Hard,TCS NQT,0.25
Q07615,Quantitative Aptitude,Quadratic Equations,Hard,CAT,0.342
Q07616,Quantitative Aptitude,Algebra,Easy,"CAT,General",0.827
Q07617,Quantitative Aptitude,Trigonometry,Medium,Placements,0.543
Q07618,Verbal Ability,Synonyms & Antonyms,Easy,"CAT,TCS NQT,SSC",0.801
Q07619,Quantitative Aptitude,Number System,Easy,SSC,0.782
Q07620,Quantitative Aptitude,Mensuration,Easy,"CAT,Placements,General",0.812
Q07621,Data Interpretation,Caselets,Medium,CAT,0.595
Q07622,Quantitative Aptitude,Compound Interest,Medium,"Banking,SSC,TCS NQT",0.615
Q07623,Quantitative Aptitude,Compound Interest,Medium,"General,CAT",0.635
Q07624,Quantitative Aptitude,Logarithms,Easy,Banking,0.899
Q07625,Verbal Ability,Odd One Out,Medium,"SSC,Banking,TCS NQT",0.563
Q07626,Data Interpretation,Caselets,Easy,"Placements,TCS NQT",0.818
Q07627,Logical Reasoning,Seating Arrangement,Easy,TCS NQT,0.756
Q07628,Quantitative Aptitude,Profit & Loss,Easy,General,0.814
Q07629,Verbal Ability,Odd One Out,Medium,"TCS NQT,CAT",0.596
Q07630,Verbal Ability,Cloze Test,Medium,"CAT,TCS NQT",0.564
Q07631,Data Interpretation,Caselets,Medium,Placements,0.552
Q07632,Quantitative Aptitude,Set Theory,Medium,CAT,0.53
Q07633,Logical Reasoning,Data Sufficiency,Easy,"CAT,General",0.878
Q07634,Quantitative Aptitude,Partnership,Medium,CAT,0.567
Q07635,Quantitative Aptitude,Algebra,Hard,SSC,0.332
Q07636,Quantitative Aptitude,Percentages,Easy,"TCS NQT,Banking",0.819
Q07637,Quantitative Aptitude,Surds & Indices,Easy,Banking,0.824
Q07638,Logical Reasoning,Seating Arrangement,Hard,"TCS NQT,SSC",0.302
Q07639,Quantitative Aptitude,Linear Equations,Hard,"Placements,SSC",0.268
Q07640,Logical Reasoning,Coding-Decoding,Medium,"Banking,SSC,CAT",0.502
Q07641,Verbal Ability,Reading Comprehension,Hard,General,0.376
Q07642,Quantitative Aptitude,Linear Equations,Medium,"Banking,CAT",0.587
Q07643,Logical Reasoning,Cubes & Dice,Hard,"TCS NQT,General,SSC",0.379
Q07644,Quantitative Aptitude,Permutation & Combination,Easy,"SSC,Banking,TCS NQT",0.751
Q07645,Logical Reasoning,Clocks & Calendars,Easy,"TCS NQT,General,Placements",0.805
Q07646,Logical Reasoning,Syllogisms,Medium,SSC,0.514
Q07647,Logical Reasoning,Puzzles,Easy,"General,SSC,Banking",0.802
Q07648,Quantitative Aptitude,Mensuration,Hard,"General,Banking",0.406
Q07649,Verbal Ability,Sentence Correction,Medium,"SSC,TCS NQT",0.476
Q07650,Data Interpretation,Caselets,Easy,Placements,0.81
Q07651,Quantitative Aptitude,Mensuration,Easy,"General,CAT,Banking",0.818
Q07652,Verbal Ability,Synonyms & Antonyms,Hard,"Banking,Placements",0.309
Q07653,Quantitative Aptitude,Set Theory,Easy,"Banking,SSC",0.821
Q07654,Logical Reasoning,Blood Relations,Easy,"Banking,CAT",0.805
Q07655,Quantitative Aptitude,Trigonometry,Easy,General,0.783
Q07656,Data Interpretation,Bar Graphs,Medium,SSC,0.544
Q07657,Verbal Ability,Cloze Test,Easy,"CAT,Placements",0.806
Q07658,Data Interpretation,Bar Graphs,Medium,"TCS NQT,Banking",0.52
Q07659,Data Interpretation,Line Graphs,Hard,"CAT,TCS NQT",0.265
Q07660,Quantitative Aptitude,Mensuration,Medium,CAT,0.648
Q07661,Logical Reasoning,Blood Relations,Hard,"Banking,General,CAT",0.285
Q07662,Logical Reasoning,Statement & Conclusion,Medium,Banking,0.523
Q07663,Verbal Ability,Synonyms & Antonyms,Hard,"Placements,CAT,Banking",0.314
Q07664,Quantitative Aptitude,Geometry,Medium,Placements,0.62
Q07665,Verbal Ability,Idioms & Phrases,Hard,"CAT,General,SSC",0.305
Q07666,Logical Reasoning,Coding-Decoding,Easy,Placements,0.824
Q07667,Quantitative Aptitude,Compound Interest,Easy,"Placements,General,TCS NQT",0.793
Q07668,Quantitative Aptitude,Probability,Medium,SSC,0.52
Q07669,Logical Reasoning,Blood Relations,Medium,"SSC,Banking,General",0.461
Q07670,Data Interpretation,Line Graphs,Easy,"Placements,SSC,TCS NQT",0.789
Q07671,Data Interpretation,Bar Graphs,Easy,SSC,0.751
Q07672,Quantitative Aptitude,Profit & Loss,Medium,General,0.552
Q07673,Verbal Ability,Idioms & Phrases,Easy,"Banking,TCS NQT",0.715
Q07674,Logical Reasoning,Puzzles,Hard,SSC,0.324
Q07675,Data Interpretation,Pie Charts,Medium,"CAT,Placements,SSC",0.515
Q07676,Data Interpretation,Bar Graphs,Easy,"Placements,SSC",0.77
Q07677,Verbal Ability,Odd One Out,Medium,Placements,0.615
Q07678,Data Interpretation,Venn-based DI,Hard,"Placements,CAT,Banking",0.23
Q07679,Verbal Ability,Critical Reasoning,Medium,General,0.628
Q07680,Data Interpretation,Mixed DI Sets,Medium,"TCS NQT,CAT",0.569
Q07681,Verbal Ability,Verbal Analogies,Medium,"TCS NQT,Placements",0.598
Q07682,Logical Reasoning,Blood Relations,Easy,TCS NQT,0.808
Q07683,Logical Reasoning,Blood Relations,Easy,CAT,0.846
Q07684,Verbal Ability,Critical Reasoning,Hard,TCS NQT,0.3
Q07685,Quantitative Aptitude,Mixtures & Alligations,Hard,"SSC,Placements,General",0.28
Q07686,Verbal Ability,Para Jumbles,Hard,"SSC,Placements,CAT",0.304
Q07687,Quantitative Aptitude,Set Theory,Medium,"SSC,Banking",0.528
Q07688,Quantitative Aptitude,Probability,Medium,"Banking,SSC",0.663
Q07689,Quantitative Aptitude,Pipes & Cisterns,Medium,"Placements,TCS NQT,CAT",0.432
Q07690,Quantitative Aptitude,Time & Work,Hard,General,0.304
Q07691,Data Interpretation,Venn-based DI,Hard,"TCS NQT,General,Placements",0.351
Q07692,Data Interpretation,Bar Graphs,Medium,"Placements,SSC",0.553
Q07693,Quantitative Aptitude,Trigonometry,Easy,"General,CAT,Placements",0.834
Q07694,Logical Reasoning,Cubes & Dice,Medium,"TCS NQT,CAT,Placements",0.548
Q07695,Quantitative Aptitude,Simple Interest,Easy,General,0.831
Q07696,Logical Reasoning,Cubes & Dice,Hard,"Placements,Banking",0.298
Q07697,Quantitative Aptitude,Logarithms,Medium,"CAT,SSC,TCS NQT",0.602
Q07698,Quantitative Aptitude,Probability,Easy,"SSC,Banking",0.815
Q07699,Quantitative Aptitude,Linear Equations,Hard,"TCS NQT,SSC,CAT",0.399
Q07700,Verbal Ability,Idioms & Phrases,Hard,"Placements,TCS NQT",0.42
Q07701,Logical Reasoning,Blood Relations,Hard,"TCS NQT,Banking",0.253
